"","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"150","ANXA2P3",779.126141313288,-1.14288691954368,0.252596894363138,-4.52454857936871,6.05245502363624e-06,0.000774673893325281
"151","CSTA",376.514813581936,-2.12175907434673,0.469156353504806,-4.52249886097938,6.11138156470128e-06,0.000777035858680131
"152","CHIT1",482.622741571713,3.02817642189298,0.670827431170259,4.51409152516366,6.35887530613121e-06,0.000803184519752717
"153","GPSM1",1469.42274992734,1.08829416121122,0.241701528234212,4.50263665754171,6.71155710411161e-06,0.000842190750600254
"154","COLEC10",10.1670853720554,-3.54834897029519,0.78835014376608,-4.50098093893169,6.76405721585855e-06,0.000843267107060184
"155","B3GNT6",213.652862681205,5.05321292852142,1.12462453582372,4.49324442741262,7.01461931305614e-06,0.000868862427041063
"156","PQLC3",1238.63266839527,-0.594545300550588,0.132384624989688,-4.49104494269558,7.08745923979064e-06,0.000872257243235516
"157","HES4",863.594274369974,1.86545748854086,0.415842162158502,4.48597486810349,7.25812971591635e-06,0.000887572180992854
"158","SLC10A4",26.4576186624834,2.42037588623423,0.539860636899501,4.48333462527441,7.34855569014211e-06,0.000892942536044547
"159","ISL2",45.8242785275106,-2.05273215912562,0.45906047046977,-4.47159424775782,7.7638629688027e-06,0.000937474246151214
"160","FBP2",68.9741567540857,2.42945465441711,0.543881928618212,4.46687879589857,7.93690663807709e-06,0.000952379190902763
"161","CCDC68",238.754340571235,-1.36773761992964,0.306597085907677,-4.46102615711584,8.1568132566629e-06,0.000972687314997956
"162","B4GALNT4",1063.04150487569,1.76673398807698,0.397678967489708,4.44261359666376,8.88726851046635e-06,0.00104678937504566
"163","PHGR1",229.468933378172,3.73028837698076,0.839630516834482,4.4427736988937,8.88065567141188e-06,0.00104678937504566
"164","MPZL2",4813.93051175268,-1.26850530265468,0.286062599448116,-4.43436263636677,9.23450756559679e-06,0.00108105677287739
"165","CST2",168.583874375776,3.14965676820607,0.710620326156882,4.43226382960333,9.32488173533779e-06,0.00108502063295
"166","MATK",619.513739983229,2.75530715677655,0.621918602655692,4.43033404212536,9.40872312951423e-06,0.00108818117688882
"167","EPCAM",14815.3714287523,1.23695667259108,0.279298345476367,4.42880057338451,9.47585910737634e-06,0.00108938334732047
"168","SDCCAG3",1916.55925075021,0.877140990707443,0.19818537935241,4.42586124957142,9.60582550808388e-06,0.00109775145196251
"169","PRAC",4518.52582343417,1.40781874893055,0.318247866964201,4.42365494028248,9.70449758410574e-06,0.00110246537939199
"170","HOXD11",218.66618200844,-2.2345746103291,0.505491397027511,-4.4205986955847,9.84278172623839e-06,0.00111159744918853
"171","LOC100287482",98.8698988487043,1.8795362412066,0.42576575899887,4.41448425919941,1.01251082509156e-05,0.00113018577505423
"172","MUC4",1794.69549585046,-3.40493064519816,0.771145284048181,-4.41542043455642,1.00813856437325e-05,0.00113018577505423
"173","BNC1",29.4875230385076,-2.39536734497836,0.543891516026816,-4.40412706283188,1.06210681157622e-05,0.00117584565490452
"174","MYO19",1327.68340249744,0.822353375596479,0.186754110681597,4.40340173822753,1.06566562817536e-05,0.00117584565490452
"175","LOC442028",17.8402273039324,1.60866099234248,0.365514380959255,4.40108809979164,1.07709377593738e-05,0.00118166419452696
"176","C1orf216",948.002416971291,0.594091181190165,0.13518521904037,4.39464599315959,1.10953416270851e-05,0.00119393174957711
"177","DSG3",96.8845603267874,-3.12894358804171,0.712104465688488,-4.39393900586838,1.1131505972931e-05,0.00119393174957711
"178","PLP2",2597.44533883973,-1.21486453246272,0.276351458807878,-4.39608510736073,1.10220732269922e-05,0.00119393174957711
"179","SNORD88B",29.881825021001,2.26425021965449,0.515169258107756,4.39515787097081,1.10692277052271e-05,0.00119393174957711
"180","CHRM3",335.22141203748,3.21927020014098,0.733262619235798,4.39033726210683,1.13174988735599e-05,0.00120713700485265
"181","LOC100128881",797.739191011334,1.78696033496935,0.407882491087486,4.3810665424863,1.18099794006017e-05,0.00125270604702847
"182","HAS2",97.3018150506758,-2.45721276501811,0.561491575400379,-4.37622374523778,1.2075306343706e-05,0.00126685140160006
"183","PGRMC1",7782.36965989631,-0.715270263019887,0.163404678120003,-4.37729366900131,1.20162023156889e-05,0.00126685140160006
"184","SULT4A1",29.3808599180453,3.47845221827831,0.795554900636434,4.37235973971826,1.22910780012373e-05,0.00128248047035736
"185","IRX5",351.490797350966,-1.1226655515563,0.256854187233832,-4.37082830397568,1.23776095885416e-05,0.00128452825129951
"186","SLC25A6",12587.8317025704,1.12818776971352,0.258275014361212,4.36816458031703,1.25295061831671e-05,0.00129330101726143
"187","TSC22D3",17887.7638429144,-1.21094404295879,0.277397123557783,-4.36538067672697,1.26901560983092e-05,0.00130287864669219
"188","GPC2",55.9593764481129,1.59187295533316,0.365727540796006,4.35261985430042,1.34520287425731e-05,0.00137375265866309
"189","SNORD76",12.0264702677745,2.90403504649708,0.667505943791549,4.35057556192183,1.3578065391158e-05,0.00137550101498803
"190","ZBTB7C",594.282090749035,-1.81974825048345,0.418330893423975,-4.35002118918133,1.36124377752865e-05,0.00137550101498803
"191","RAB11FIP3",4141.63497123275,0.521955340437223,0.120061750233339,4.34739073370834,1.37766664171325e-05,0.00138480742692422
"192","TLR5",541.150124958198,-0.976347913964007,0.224705427114197,-4.34501260829725,1.39267663773041e-05,0.00139260410248886
"193","TMPRSS11D",9.51898153256846,-4.18213139252059,0.962967645144338,-4.34296148329442,1.40574787178936e-05,0.00139839136738259
"194","LOC100289473",3.30395263859105,-2.00458201934122,0.461857805897365,-4.3402579619639,1.42315547672912e-05,0.00140841041225373
"195","BK250D10.8",8.2216345838568,2.25974608051063,0.521361622507633,4.33431611180307,1.46213948253453e-05,0.0014249551231056
"196","HEY2",198.253718916518,1.74443924568027,0.402329193204522,4.33585053022362,1.45197587361285e-05,0.0014249551231056
"197","RGS11",703.603170611928,1.34173487501068,0.309506485279682,4.33507838712407,1.45708190841226e-05,0.0014249551231056
"198","LOC348761",10.6624659827646,3.4892552236437,0.806273969748268,4.32762975683452,1.50722552818219e-05,0.00146147590482676
"199","PBX1",6752.67637359555,-0.906208317613765,0.209518387578028,-4.32519707739866,1.52395555723684e-05,0.00147027249966784
"200","BRSK2",363.337195090295,3.09486960655898,0.716125699032228,4.32168488121762,1.54842227632092e-05,0.00148640796415427
"201","LOC100506930",1279.2961441381,1.24317782865724,0.287775668951317,4.3199546132149,1.56061294728163e-05,0.00149065711317712
"202","C1orf182",31.4469398084638,1.55218402660674,0.35956412033749,4.31684903696689,1.5827232420871e-05,0.00150429225370447
"203","SOX7",557.276782926987,-1.77204783986507,0.411092752836834,-4.31057912754888,1.62827550353012e-05,0.00153996361538299
"204","PARM1",12001.704403301,-1.25064953034306,0.290556111199573,-4.30433049637023,1.67491471432244e-05,0.00157630821569983
"205","SHISA8",58.7929353181453,3.15770711147427,0.734561395817379,4.29876539858257,1.71752151510193e-05,0.00160071337710884
"206","ZIC2",231.148918595756,3.73663390950786,0.869216618969144,4.29885235505432,1.71684789728911e-05,0.00160071337710884
"207","ACER1",63.2080027745524,-2.25663230830953,0.525445133957862,-4.29470588358423,1.74925083038353e-05,0.00161553760378007
"208","SNORD74",16.7174338667087,1.80328094047384,0.419897090631152,4.29457831623294,1.75025689664177e-05,0.00161553760378007
"209","GJB4",86.4775288837165,-2.61833233887543,0.61174593908803,-4.28009762153673,1.8681135283645e-05,0.00171607232684546
"210","MAP3K10",948.050505629615,0.47943578618038,0.112187017237069,4.27354071788233,1.92393130908161e-05,0.00175893129538371
"211","ASNS",1457.78315691758,0.78439243599594,0.184010066361589,4.26276915989242,2.01909069148474e-05,0.00182851519744413
"212","HOXD10",248.682134535643,-1.75737679917508,0.412239169516708,-4.26300295829567,2.01697847193162e-05,0.00182851519744413
"213","CHP2",156.960902332919,-3.11849364079322,0.732361226157055,-4.2581359162841,2.06138610806077e-05,0.00184076985528645
"214","LOC100129387",301.923084103445,0.877365018921339,0.206043803166019,4.2581480512394,2.06127423803747e-05,0.00184076985528645
"215","WNT10B",44.1478490667905,1.83543059896653,0.430876741825716,4.25975788618672,2.04648459080488e-05,0.00184076985528645
"216","BAIAP2L2",374.895724446807,2.96741700726797,0.699192252174818,4.24406448732505,2.19507226187209e-05,0.00195107372017047
"217","C9orf163",41.7558169878497,1.78275425132414,0.420477470264427,4.23983299319941,2.23686143898956e-05,0.00197905542705809
"218","C1orf106",418.570210011842,-2.12080717823303,0.500526391464146,-4.23715355354035,2.26371327672739e-05,0.00199362528439859
"219","SPP1",730.655570970217,1.81383903999192,0.428776628723807,4.23026564062168,2.33415510345837e-05,0.00204627597403184
"220","APOBEC3D",151.552163618997,-1.66804259064138,0.394476788334081,-4.22849364010924,2.35261165476786e-05,0.00205308141635855
"221","CD40",733.494289207426,-1.42248996232783,0.337365343491396,-4.21646736919231,2.48159176678358e-05,0.00215584073893565
"222","CYFIP2",2428.46104756367,1.04703244901133,0.248545228337233,4.21264353379853,2.52399223675791e-05,0.0021827985114196
"223","KAT2A",3921.92501663084,1.13422305802034,0.269338690564654,4.21114046274787,2.54084692695082e-05,0.00218752108298335
