"","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"6316","TPPP3",495.670875083752,0.863902718586881,0.555680151405018,1.55467622228819,0.120023200312361,0.36487875450295
"6317","NUDT17",82.2292226639986,-0.452008751878233,0.290801985210956,-1.55435235956293,0.120100390400109,0.365016209481034
"6318","TREX1",2365.09454100954,0.490806570617104,0.315822064699156,1.55406042033394,0.120170005086872,0.36516997905395
"6319","COPS7A",5277.3405127838,-0.273234430559339,0.175875527074242,-1.55356708863763,0.120287714834651,0.365368787146493
"6320","CXCR1",8.32757864747839,-1.09719579267789,0.706252095583575,-1.55354695517226,0.120292520628834,0.365368787146493
"6321","TMC2",5.94145780008971,0.836601923186602,0.538468422330062,1.55366942329962,0.120263290199806,0.365368787146493
"6322","HOXD12",9.72267777047874,-0.897235967711005,0.577584192004307,-1.55342888557503,0.12032070649201,0.365396590310045
"6323","SIPA1L3",5450.14638198325,0.380420631288334,0.244975509752284,1.55289249800117,0.120448819350496,0.365727800523512
"6324","GLP1R",5.86122052868244,1.10133814777859,0.709316096893736,1.55267609546944,0.120500535978789,0.365826975056415
"6325","ALKBH1",642.340380236671,-0.225822082725399,0.145506560161321,-1.55197183188877,0.120668963669565,0.366204443574211
"6326","GOLGA8DP",3.29182068249127,1.1580542811551,0.746208920245757,1.55191696284427,0.120682093572271,0.366204443574211
"6327","OR4N4",3.64519219927712,1.95731818525272,1.26120460108233,1.55194342263975,0.12067576172884,0.366204443574211
"6328","SEC14L2",7947.83089646176,-0.514796369393485,0.331737428878714,-1.55181877165178,0.12070559305081,0.366217869940345
"6329","ASXL1",3488.50576887157,0.299388022362182,0.192985451943088,1.55135021499171,0.120817779080634,0.366445100548273
"6330","LOC729966",1.80860840963391,-1.4280195447965,0.920503264286339,-1.55134652988291,0.12081866172564,0.366445100548273
"6331","LOC284751",39.3784898197422,0.791696381052079,0.510426601824357,1.55104843325644,0.120890077553465,0.366603790704307
"6332","TRMT2B",1110.33452358054,-0.246140237109229,0.158727479472857,-1.55070966871442,0.120971276399724,0.366792093429928
"6333","C2orf42",573.878415443622,-0.203765111903123,0.131438639690382,-1.55026796064775,0.121077213980256,0.366939452439927
"6334","KIAA1609",842.89524059438,-0.18820932628006,0.121401538803575,-1.55030428884907,0.121068498424485,0.366939452439927
"6335","STAT6",11264.8341434719,-0.27522227860291,0.177524184189011,-1.55033681670031,0.121060695033174,0.366939452439927
"6336","CHMP2B",3521.37924053515,-0.253081826373587,0.16326583238988,-1.55012118989616,0.121112430979338,0.366988251637044
"6337","ARMC8",1624.67998340325,-0.183475007640922,0.118374332981888,-1.54995599991253,0.121152077177303,0.367039104493729
"6338","CST1",147.408703001234,1.16127664638741,0.749262963248523,1.54989196496855,0.121167448527593,0.367039104493729
"6339","COL11A2",56.6142334866544,0.670173796042361,0.432426470203681,1.54979827143028,0.121189942062437,0.367049329177586
"6340","RBM25",4497.65365320641,0.223750654824793,0.144425576803666,1.5492453606674,0.121322748983931,0.36739360532216
"6341","HEATR5A",1739.63059427956,0.550078103521666,0.355137613931301,1.54891535546577,0.121402069125838,0.367459928290551
"6342","SLC39A5",10.9581226914401,0.753144659081027,0.486205531007928,1.54902528056339,0.12137564299492,0.367459928290551
"6343","SLN",14.7810556518469,1.7137589770213,1.10639247307755,1.5489611676897,0.121391055263061,0.367459928290551
"6344","C14orf80",485.475172625576,0.523138319481096,0.337821213995593,1.5485656252716,0.121486174636054,0.36765653638676
"6345","PALM2",61.0616496348479,0.638739846883326,0.412525008707811,1.54836636179733,0.121534115254215,0.367743653075758
"6346","RBPMS2",844.001204339333,-0.730960833962991,0.472162620093078,-1.54811245714219,0.121595223379436,0.367870578894074
"6347","MIR4444-1",120.082459052101,0.584761867439986,0.377748508394278,1.54801899794568,0.121617722581383,0.367880676829993
"6348","CCND1",14249.1544210397,-0.2307060145297,0.149051701324567,-1.54782543560055,0.121664330791697,0.367922574233727
"6349","FAM49A",1332.67070104031,-0.362746166645079,0.234374127170053,-1.54772274152037,0.121689064346277,0.367922574233727
"6350","POLB",2356.95272482929,0.514315329702913,0.33229189282245,1.54778175697992,0.1216748501732,0.367922574233727
"6351","ICA1L",487.904679839536,-0.394994091329702,0.255286845833302,-1.54725595061653,0.121801539060727,0.368204652562886
"6352","EBF4",2388.32096490918,-0.55768279634292,0.360492870486175,-1.54700090348751,0.12186302778507,0.368332536279211
"6353","IRAK4",1017.75992908691,-0.16546941951733,0.106993332906091,-1.5465395368379,0.121974319260563,0.368436903002447
"6354","LRRC39",35.5911280386014,0.613131264985607,0.396443533821014,1.54657905269915,0.121964784082026,0.368436903002447
"6355","PLAC8L1",16.129903863172,0.790121579736041,0.510885482502397,1.54657277765244,0.121966298212068,0.368436903002447
"6356","RHEBL1",19.0563216309029,0.560570350635366,0.362430905462826,1.54669577617702,0.121936622105928,0.368436903002447
"6357","ABHD16B",413.530946134698,0.377105448304941,0.243897683576844,1.54616248409808,0.122065331409544,0.368595831665907
"6358","CNTN2",31.7254173814692,-0.823016835647138,0.532289365596726,-1.54618312677446,0.122060347353248,0.368595831665907
"6359","IGSF5",212.970356597597,-0.594375425204369,0.384546988775769,-1.54565096738009,0.122188885016864,0.368757959240443
"6360","SLFN14",2.16915780803514,1.25761642832668,0.813619312582323,1.5457062152755,0.122175535532747,0.368757959240443
"6361","SMAD4",6700.16422339187,-0.264976243115574,0.171426208519988,-1.54571605709099,0.122173157586048,0.368757959240443
"6362","UBN1",3590.04590072136,0.203975881286738,0.131970082351255,1.54562214141711,0.122195850653039,0.368757959240443
"6363","SERINC1",14014.6384062627,-0.29181600388399,0.18886359857173,-1.54511513118902,0.122318417641893,0.369069825602187
"6364","GATA2",7782.02478411996,0.391911706736396,0.253682456718594,1.54489085215355,0.122372666530127,0.369175490998099
"6365","RXRA",5666.43049263668,-0.305613538933801,0.19783522079019,-1.54478832289379,0.122397472694639,0.369192313945698
"6366","FANCF",1391.87739111804,0.349568023773181,0.226308677647582,1.54465143540604,0.12243059769274,0.369197963914224
"6367","PAR1",6.91291682598534,1.03076311104116,0.66732400781805,1.54462165149946,0.12243780593999,0.369197963914224
"6368","CYP4F8",204.589575857711,1.01379944030845,0.65656488093633,1.54409635626972,0.122564991451824,0.36932181871042
"6369","FLJ39080",44.2155280948589,1.50995970646208,0.977983342165811,1.5439523776736,0.122599869850069,0.36932181871042
"6370","KBTBD11",1619.31313042593,-0.591323371497616,0.382891877599183,-1.54436123117927,0.122500846522568,0.36932181871042
"6371","OVOL1",382.231131209124,-0.617185182716294,0.399723626197689,-1.54402978024385,0.122581118337693,0.36932181871042
"6372","SETD6",943.568395246285,0.328500237438633,0.212752876949757,1.54404604134312,0.122577179215834,0.36932181871042
"6373","SLC39A12",2.26619192383242,1.8306069142255,1.18540420281115,1.54428920522154,0.122518286498456,0.36932181871042
"6374","SNORA70F",6.96822199137992,0.833163702457019,0.539677906261434,1.54381658539383,0.122632772242249,0.36932181871042
"6375","TUT1",2833.30515001354,0.304301739332895,0.19710471568039,1.54385823942603,0.122622678760492,0.36932181871042
"6376","SLC16A13",194.157606346859,-0.443601456383598,0.287371373539929,-1.54365221183717,0.122672609090693,0.369383849111077
"6377","CHPF",11706.8278083554,0.460770896215964,0.298532411980758,1.54345350027073,0.122720781445191,0.369470955459655
"6378","PPIF",2749.15376910878,0.437651323683881,0.283692471058979,1.54269629380786,0.122904481550582,0.369965998947888
"6379","ADCY10",20.7959474186263,0.500409379548367,0.324451410982834,1.5423245595774,0.122994743736467,0.370092785374728
"6380","NTHL1",806.777704218344,0.380955847884516,0.24700747749908,1.54228467794436,0.123004430620144,0.370092785374728
"6381","SMARCD2",9260.47359002028,0.193874109218286,0.125696396460958,1.54239989909738,0.122976446082461,0.370092785374728
"6382","PPP1R35",922.293397478628,0.46770675407434,0.303327254289115,1.54192129939154,0.123092719395243,0.370242381273583
"6383","REG4",218.715477259441,-0.785889469061798,0.509668832031092,-1.54196101403716,0.123083067662973,0.370242381273583
"6384","LOC285972",16.5119679334959,0.808560270176851,0.524439178491472,1.54176175872795,0.123131498045045,0.370301007356959
"6385","CCT6B",267.184694056782,0.335220665478666,0.217531005154669,1.54102476214973,0.12331075949172,0.370723969853042
"6386","EBP",5218.28024792594,-0.65941971870193,0.427890442479915,-1.54109475986457,0.12329372502662,0.370723969853042
"6387","POU5F1P3",13.4287652558426,0.676726824115141,0.439226158992789,1.54072522835838,0.123383674027609,0.37076900260699
"6388","RRN3P3",94.7876826022292,-0.210620500866122,0.136701444570398,-1.54073354182923,0.123381649852385,0.37076900260699
"6389","ZHX1-C8ORF76",40.9899070077053,0.732778157058799,0.475575048547796,1.54082548968116,0.123359263993063,0.37076900260699
"6390","RFC4",533.086590910603,0.394656408934613,0.256211911116338,1.54035152860404,0.123474689733759,0.370984439467676
"6391","CATSPER2P1",60.1664481101595,0.335581655048936,0.217947045104166,1.53973941187662,0.12362388584733,0.371254907793964
"6392","LRIT3",9.20789571990935,0.707645920033176,0.459547101993605,1.53987679818515,0.123590387340141,0.371254907793964
"6393","LRRC71",6.86636135537621,1.13631764566784,0.738067204134386,1.53958560860393,0.123661395663441,0.371254907793964
"6394","SLMO2",2617.66140029302,0.394972021944065,0.256535479103575,1.53963897439932,0.123648379711881,0.371254907793964
"6395","TMEM14A",1244.27111566345,-0.254806084148721,0.165500242249386,-1.53961154790797,0.123655068917054,0.371254907793964
"6396","SOX18",281.195854441359,0.634480695467833,0.412186227443892,1.5393059088909,0.123729632094635,0.371401689584882
"6397","BTNL2",5.54644401110954,-1.01927752013152,0.662371679402554,-1.53883016413215,0.12384576380011,0.371692171204989
"6398","TRIP10",2307.25012610557,-0.408616466293542,0.265582373119589,-1.53856772004047,0.123909864129935,0.371826427232044
"6399","RNASEH2A",717.33617864322,0.352036370387341,0.228900460229469,1.5379452275213,0.124062007574597,0.372224798159821
"6400","DCLK3",4.66185463576045,0.979078099963478,0.636757143741576,1.53760049586633,0.124146326156762,0.37232569199858
"6401","LOC144481",644.130423468824,-0.594281246855867,0.386506818798136,-1.53756988997973,0.12415381427027,0.37232569199858
"6402","ZC4H2",500.982098851135,-0.5532105707129,0.35976200096593,-1.53771262453394,0.124118895484051,0.37232569199858
"6403","AGAP1",2746.13013381968,0.377689858037362,0.24566477298215,1.53741968558433,0.124190568765597,0.372356376168369
"6404","ARHGEF10",1333.02689923461,-0.356184332448442,0.231698727108965,-1.53727358321193,0.124226327654118,0.372356376168369
"6405","ARSG",295.784123746,0.513119680767325,0.33379813933804,1.53721552128751,0.124240540672675,0.372356376168369
"6406","RIOK2",1115.19472604044,0.180288671854126,0.117282962951444,1.53721109457958,0.12424162434161,0.372356376168369
"6407","LRTOMT",1446.51499454721,0.309450689395183,0.201338818139919,1.53696486476906,0.12430191361564,0.372478919854328
"6408","ADAMTS8",337.583682328759,-0.655305660070919,0.426611149375705,-1.5360725124739,0.124520596979527,0.372623308583378
"6409","BBS1",3129.38646166666,-0.21055987744592,0.137045421292538,-1.53642402248855,0.124434418758736,0.372623308583378
"6410","HERPUD2",1662.99103948741,-0.191947518934064,0.124954181986312,-1.53614321571958,0.124503259225417,0.372623308583378
"6411","HNRNPR",7531.32075805649,0.232426589555832,0.151314962710459,1.53604498453058,0.124527347853795,0.372623308583378
"6412","IL3RA",148.478629830502,0.400537241142448,0.260668878209993,1.53657484504068,0.124397456498888,0.372623308583378
"6413","KRT9",6.4293750768768,-1.21515421493386,0.791102323220516,-1.53602660397591,0.124531855607506,0.372623308583378
"6414","NOM1",949.467277001712,0.201818105413914,0.131356525958545,1.5364147608289,0.124436688803688,0.372623308583378
"6415","PELO",1328.35651642208,0.231397554184191,0.150651769847495,1.53597634079198,0.124544183091804,0.372623308583378
"6416","SNORA5A",2.06652976841601,1.11030411243869,0.722833530401897,1.53604400700858,0.124527587583748,0.372623308583378
"6417","ZNF770",3493.08564423767,0.219941007452124,0.14317342156479,1.53618601167952,0.124492765772916,0.372623308583378
"6418","AP1S3",838.350633422623,0.467088420619328,0.30412102030308,1.53586365110126,0.124571824680421,0.372647937369803
"6419","BMPR1B",8420.69478019924,0.49993895022067,0.325599511603602,1.53544133944929,0.12467545582599,0.372668870947076
"6420","C15orf57",987.537243612717,-0.216496003570381,0.141007534489409,-1.53535060629432,0.1246977296257,0.372668870947076
"6421","CC2D2B",18.140745484442,0.55317223841408,0.360296581936272,1.5353246912343,0.124704092002813,0.372668870947076
"6422","DEFB132",188.298847196084,-0.599674890929923,0.390600906029036,-1.53526241663491,0.124719382004455,0.372668870947076
"6423","HAVCR2",218.230963302092,0.517976267010286,0.337374338620429,1.53531613912417,0.124706191677266,0.372668870947076
"6424","KCTD16",12.2489740688652,1.15914355121541,0.754929275755206,1.5354333027499,0.124677428605051,0.372668870947076
"6425","MLLT4-AS1",267.444220300521,0.587027424116247,0.382267261924195,1.53564660798145,0.124625076543088,0.372668870947076
"6426","USP31",1681.05307858025,-0.323311070094656,0.210598330087094,-1.53520243945405,0.124734109313293,0.372668870947076
"6427","CD72",71.2442125928572,0.626660581323555,0.408237945848528,1.53503756252014,0.124774601590945,0.372731846264907
"6428","C3orf37",2371.25174907643,-0.192836979974129,0.125650875934548,-1.5347046213556,0.12485640016493,0.372743360185912
"6429","ELMO3",3109.64393106036,0.448428127613475,0.292153413653002,1.53490634254948,0.12480683534871,0.372743360185912
"6430","FAM24B",55.5023645017254,0.541079842049575,0.352580736644259,1.53462678420661,0.124875529596114,0.372743360185912
"6431","FBLIM1",4262.87245738579,-0.368524506386022,0.240107381058466,-1.53483206039504,0.124825085395708,0.372743360185912
"6432","SKIV2L",3467.29312937635,0.282761395226503,0.184239702572808,1.53474734966401,0.124845900132106,0.372743360185912
"6433","C1orf187",11.894983540624,0.781858193411878,0.509523469018659,1.5344890686149,0.124909380485132,0.372786444261473
"6434","GATA5",163.725468254783,-0.964847096986056,0.62884770751691,-1.53430963562845,0.124953496363308,0.37286014558271
"6435","DGAT1",2438.26936816685,0.425566200434155,0.277405536080774,1.5340941152315,0.125006500846959,0.372933492470464
"6436","NEFH",41148.4573673647,-1.21347711108397,0.791027501418309,-1.53405173512705,0.12501692575342,0.372933492470464
"6437","HEMK1",1793.38134843594,0.340235978189896,0.221816442838757,1.53386274631237,0.125063422580383,0.373014238017831
"6438","RAD23B",12789.7533344558,0.340303357302735,0.221983976381642,1.53300865607378,0.125273722146088,0.373583440739787
"6439","GABRA2",5.72300653968933,1.56569187991875,1.02153786726367,1.5326811957668,0.125354424578609,0.373591989674748
"6440","MAEL",35.1143335036457,-0.775430921962437,0.505904698222802,-1.53276086323463,0.125334786841257,0.373591989674748
"6441","RPSAP9",1033.3711156611,0.413515034515106,0.269797382032755,1.53268735003849,0.125352907487843,0.373591989674748
"6442","ZNF726",25.9785966656669,0.503748312644942,0.328643408743257,1.53281124538993,0.125322369063274,0.373591989674748
"6443","CA2",62.4179004802371,0.700157547103993,0.456854677421482,1.53256075007424,0.125384118551495,0.373622488292743
"6444","LOC100190938",109.75852068405,-0.479358806308108,0.312833539131974,-1.53231270418829,0.125445287595371,0.373746753032826
"6445","C1orf126",82.396637109696,-0.576707666132974,0.376464353186016,-1.5319051093478,0.125545852511295,0.373933898422457
"6446","CYP20A1",2236.72407940622,-0.184047133045776,0.120149217027146,-1.53182132684387,0.125566531753194,0.373933898422457
"6447","GGTLC2",230.941589400509,0.889699646875628,0.580796595792691,1.53186098768595,0.125556742312378,0.373933898422457
"6448","FRZB",921.43930978799,0.748364156246489,0.488583404958432,1.53170195436777,0.125595999915667,0.373963648011926
"6449","CCNJ",466.652258653995,0.409459582000647,0.267347495677406,1.53156318507176,0.125630263129559,0.374007663486496
"6450","INTS9",948.309309919692,-0.288140255575829,0.18816220695946,-1.53133968947286,0.125685461234391,0.374013459547959
"6451","SF3B14",2540.63717641912,0.284791319538652,0.185977827147084,1.53131867334604,0.125690652690423,0.374013459547959
"6452","STK19",735.4035197471,0.298693121154869,0.195048899292479,1.53137557934625,0.125676596014686,0.374013459547959
"6453","WDR55",1253.01886422154,0.27352114551293,0.17864223432406,1.53111131053566,0.125741884926264,0.374107926344235
"6454","COQ5",1781.26086840664,0.222881038413666,0.145581607516296,1.53096975789829,0.125776867069333,0.374154023995061
"6455","PDIA5",6283.34811337136,0.49071410519478,0.320620310045472,1.53051472355318,0.12588937184319,0.374430681644834
"6456","C4orf27",793.281584384165,0.219259894851797,0.143268144371637,1.53041624021483,0.125913731631002,0.374445126019767
"6457","VIL1",4.22340946041087,1.27354579243263,0.832452042169839,1.52987286704595,0.126048200646675,0.374786960541354
"6458","HCFC2",1053.1518646581,-0.304325604547847,0.198944942681342,-1.52969761606505,0.126091594002139,0.374799893675037
"6459","ZNF767",676.598992963667,0.478379279650951,0.312726784350503,1.5297035738224,0.126090118629169,0.374799893675037
"6460","CEP95",1169.52753412947,0.36242449729597,0.237241706203385,1.52765929353613,0.126597151829625,0.376205685434523
"6461","SEMG2",25.5853538079221,1.41939087021792,0.92914399490995,1.52763282978058,0.126603725901998,0.376205685434523
"6462","DRD1",73.8675643715911,-0.783590054495283,0.513013086545675,-1.52742702875576,0.126654859644918,0.376299388784088
"6463","SFTPB",20.3097823968671,0.712269033589375,0.466359201988519,1.52729705032584,0.126687162633813,0.376337124463342
"6464","KLHL6",126.540188144163,0.636546137675247,0.416859978645833,1.52700227962171,0.126760444514359,0.376380107366405
"6465","MIR4257",2.22778411739124,1.94838230573246,1.27583954099613,1.52713742059698,0.126726843509279,0.376380107366405
"6466","TCEB1",1588.95398004299,0.368819776013467,0.24152984252519,1.52701534583662,0.126757195471091,0.376380107366405
"6467","CLEC19A",5.03884768785603,0.873920142360359,0.572521721369633,1.52644015020023,0.126900284938026,0.376726403134854
"6468","DNAI1",13.0006551501057,1.34888658012581,0.883718569281222,1.52637573432789,0.126916317280912,0.376726403134854
"6469","ADAM21P1",4.75876777136116,1.19279915248899,0.781744657733377,1.52581682610718,0.127055489062837,0.377073691207755
"6470","MOCS1",531.9087708503,0.373398204142535,0.244731217742285,1.5257481558227,0.127072596599519,0.377073691207755
"6471","FKBP10",4158.46051516083,0.726370909381713,0.476170610751136,1.52544254723301,0.127148753312392,0.37718308325782
"6472","HTR2B",26.2388295843962,0.861180223936685,0.564517353032002,1.52551594616413,0.127130459286461,0.37718308325782
"6473","CMTM5",25.9009223880108,-1.04828195175716,0.687331808969373,-1.52514686222513,0.127222470900047,0.377226906379924
"6474","IL1RAP",734.106930113619,-0.501549433622929,0.3288459731989,-1.52518040207101,0.12721410736863,0.377226906379924
"6475","SPHK2",1548.97290067952,0.285211611732482,0.187004212391548,1.52516142863834,0.127218838551297,0.377226906379924
"6476","ADCY5",1983.95505753012,-0.770963907884224,0.505564313050123,-1.52495713796118,0.127269788798351,0.377247312418499
"6477","CRIM1",4649.79420770706,-0.440478926140913,0.288836650903596,-1.52501050252078,0.127256478105721,0.377247312418499
"6478","LSM14B",3160.1966485978,0.211858374136423,0.138934189868455,1.5248829272119,0.127288300945207,0.377247312418499
"6479","AGAP3",5528.25834735537,0.322459926385971,0.211494934224172,1.52466974005241,0.127341492927647,0.377346708244776
"6480","ALDH1L2",255.682561471624,-0.706766211152805,0.463585948041414,-1.5245634906295,0.127368009505387,0.377367039273754
"6481","NAA25",1505.03184738341,0.351597009452285,0.230634191817491,1.52447911856242,0.127389069230029,0.377371198911793
"6482","SP8",729.587364584063,-0.980709480756028,0.643387370297503,-1.52429084876588,0.127436072157302,0.377452198294976
"6483","PDE4D",2760.40099948031,-0.540293696784465,0.354511239598091,-1.52405237531255,0.127495628160278,0.377527155080054
"6484","PPYR1",723.667479209662,1.01121509642988,0.663547287842871,1.52395332624634,0.127520370888804,0.377527155080054
"6485","RPL21P44",9.85663913806274,0.765264930608526,0.502149391988713,1.52397860640191,0.12751405548159,0.377527155080054
"6486","ARHGAP36",29.3830617875606,1.04879091268078,0.688370475736572,1.52358497298791,0.127612419319881,0.37768318768651
"6487","C2orf73",7.9880677297308,-0.862286676410604,0.565934859429586,-1.5236500491942,0.127596153556785,0.37768318768651
"6488","ELK1",2013.72643252184,0.246571936492105,0.161850966999013,1.52345049933257,0.127646036048241,0.37772445223338
"6489","PTPN5",35.8857057433061,0.769438757805167,0.505131336863198,1.52324494968632,0.127697434194001,0.377818313929824
"6490","IKZF1",462.966381369953,0.791256230274333,0.519555628270316,1.52294804871723,0.127771703356491,0.377979804736714
"6491","TJP3",916.09944108301,-0.512401183379965,0.336516404530681,-1.52266331293591,0.127842960975595,0.378132338279226
"6492","FLJ12334",13.5478494815607,-0.675569736536957,0.443802726994928,-1.52222980041463,0.127951510615464,0.37833683232809
"6493","SLC37A2",667.432202795919,-0.503976355906174,0.331073457695868,-1.52224935038175,0.127946613846514,0.37833683232809
"6494","WDR87",2.93930893488039,0.948987108741388,0.623748068131416,1.52142693056237,0.128152734978515,0.378873476879042
"6495","BTBD8",37.2561845659637,-0.643380747864386,0.422942231890757,-1.52120242281827,0.128209047655531,0.37898160214604
"6496","C14orf101",1234.86827093884,-0.188694472995604,0.124050469891847,-1.52111050574913,0.128232108517684,0.378991418015859
"6497","GP9",1.91407649233376,-1.24667197645797,0.819731880529822,-1.52082895159842,0.128302767058284,0.379048141500926
"6498","HIST1H4H",526.27643131782,0.670646999599679,0.440983607795492,1.52079802456216,0.128310530320044,0.379048141500926
"6499","UGT8",17.6965891558984,-0.721683037442518,0.474535427521058,-1.52082014447803,0.128304977772248,0.379048141500926
"6500","PSTPIP2",794.775791214109,-0.407801139935483,0.268173133084262,-1.52066366695782,0.128344260818612,0.379089455916389
"6501","PATE2",13.7372324323546,1.03319332248634,0.679646133981852,1.52019303991792,0.128462466173018,0.379380231972891
"6502","KIAA1009",407.86596729824,-0.360526078965352,0.237171502596622,-1.52010707449339,0.128484066873085,0.379385665932998
"6503","RPL26L1",203.691198345414,0.290993230168434,0.19146174705439,1.51985049047824,0.128548556027224,0.379517719078375
"6504","LOC284276",71.0176541874937,-0.765249214167939,0.503595514959384,-1.51957114675586,0.128618794146192,0.379608336481589
"6505","SLC10A7",1529.83552528,0.73292492119965,0.482315500528788,1.51959644754545,0.128612431293627,0.379608336481589
"6506","NAA35",1862.70657767659,0.353549321035356,0.232724261583563,1.51917689470639,0.128717975533884,0.379684474427808
"6507","RPL23AP53",375.727500560507,-0.288839453844873,0.190109886300091,-1.51932894951574,0.128679716298787,0.379684474427808
"6508","RPS15A",22322.5744321946,0.353173663589825,0.232480463456892,1.51915416176599,0.128723696236815,0.379684474427808
"6509","TAS2R19",6.37023410917896,0.820136065455825,0.539861407741892,1.51916038763773,0.128722129487918,0.379684474427808
"6510","TBRG4",2892.88585186982,0.302243101926053,0.198975142845279,1.51899929611346,0.12876267315298,0.379741100132729
"6511","TAOK2",3970.79097727487,0.166893927966038,0.109891841358655,1.51871081513089,0.12883530311069,0.379896941241305
"6512","ASCL1",29.330268674678,-0.891286480721616,0.586932845790698,-1.51854933168871,0.128875973187604,0.379906914547672
"6513","HMGA1",2337.06108771367,-0.445983014830888,0.293718464001456,-1.5184030610642,0.128912820481027,0.379906914547672
"6514","RAB8A",4415.76648845459,-0.185623386511968,0.122257012583427,-1.51830461573973,0.128937624625899,0.379906914547672
"6515","RHBDL1",218.388054934539,0.652714019718331,0.429883069085577,1.51835246990943,0.128925566893818,0.379906914547672
"6516","TACC2",6999.83238676863,-0.35507042113871,0.233823953800421,-1.51853740973766,0.12887897616118,0.379906914547672
"6517","AGRN",11535.5455573793,0.48060258826913,0.316555901385058,1.51822343594387,0.128958081361929,0.379908885080201
"6518","CHRNB2",10.9466590266952,-0.863699527177452,0.568929479386547,-1.51811350698287,0.128985786703806,0.379932206033502
"6519","SEP15",9317.23699765708,-0.269463414595271,0.177522688087565,-1.51790972465646,0.12903715809436,0.380025218323918
"6520","ADARB2",297.37869954102,1.01043909751662,0.66583807190944,1.51754479076116,0.129129193824121,0.380070497827567
"6521","FCRLB",24.0303444347048,-0.509028180552051,0.335387654084357,-1.51773082387827,0.129082270207614,0.380070497827567
"6522","LAS1L",2637.73751327497,0.23192432794019,0.152814543551211,1.51768491761694,0.129093848031994,0.380070497827567
"6523","TRIM14",3387.56077677741,0.429753129827668,0.283191617286808,1.51753478420383,0.129131718179552,0.380070497827567
"6524","SDHB",2930.65619869764,0.189893720825629,0.125186657484438,1.51688466360112,0.129295806346292,0.380495123550346
"6525","CRISP1",2.09960089037986,-1.38935239497936,0.916008512497269,-1.51674616122468,0.129330784777998,0.380539729801193
"6526","GPR137",2240.47269203667,0.335416019528266,0.221201955265758,1.51633388197355,0.129434948379217,0.380787859934506
"6527","CYP3A4",5.41710245814863,1.07138924554948,0.706678571193034,1.51609131679305,0.129496263641392,0.380851526600963
"6528","MTRNR2L4",12.2734810536627,0.688866332475479,0.454353610843218,1.51614583011025,0.129482481882379,0.380851526600963
"6529","C20orf11",5288.74675799279,0.234479964699103,0.154707359607638,1.51563548944136,0.129611548010767,0.381073830054933
"6530","LOC145820",17.3823960032383,-1.02707618222654,0.677651090225166,-1.51564159940372,0.12961000219904,0.381073830054933
"6531","FKBP7",495.024733225083,-0.342207083639829,0.225859150006662,-1.51513491319584,0.129738241719664,0.381252029261643
"6532","HAX1",3361.65442683223,-0.243165506835467,0.160471856614527,-1.51531559468138,0.129692500923409,0.381252029261643
"6533","MYBBP1A",2496.18123739409,0.354395543585506,0.233923409915666,1.51500674393073,0.129770696268542,0.381252029261643
"6534","RABL3",1814.67737280923,-0.240265584984041,0.158579135853307,-1.51511473240905,0.129743351406081,0.381252029261643
"6535","SSBP1",2641.41492200338,0.336429903617834,0.222065389007903,1.51500377938617,0.129771447014159,0.381252029261643
"6536","CDC23",1768.86789991892,-0.199322967869979,0.131599954386559,-1.5146127428319,0.129870503243937,0.381474979933918
"6537","NAGA",3026.41029892567,-0.267147678985034,0.176387802790108,-1.51454734828193,0.129887074526174,0.381474979933918
"6538","CD84",250.20468135342,0.712409498596197,0.470590594394763,1.51386259538919,0.130060692677816,0.381926466613855
"6539","GALNS",1244.31667559155,-0.409158062820201,0.270308963893886,-1.51366812600718,0.130110032948512,0.382012925918104
"6540","AMMECR1",962.582892295744,0.495486739993999,0.327439053616626,1.51321821426386,0.130224239079388,0.382036246929332
"6541","LOC100506178",4.07957633160451,0.903684953005756,0.597126693596455,1.51338897205034,0.130180884563721,0.382036246929332
"6542","PACSIN2",7699.54407984997,-0.271274072789781,0.179237838458641,-1.51348663386374,0.130156093771987,0.382036246929332
"6543","PSPN",21.2036491846962,0.589794776199235,0.389795381733539,1.51308815814143,0.130257267170134,0.382036246929332
"6544","SOX2",341.882156764168,-1.02398550596519,0.676631763566024,-1.51335713323377,0.130188967424295,0.382036246929332
"6545","SSR2",17627.6568426275,0.348702224972238,0.230427160194127,1.51328612772239,0.130206994862971,0.382036246929332
"6546","TMEM119",995.844288456066,0.681656315664672,0.450501321566254,1.51310613983276,0.130252700285613,0.382036246929332
"6547","HCG25",30.4852144542683,0.399212476394249,0.263877719115845,1.5128692097683,0.130312884362228,0.382140990815704
"6548","CPT2",2597.33852799483,0.383761917741889,0.253728344622341,1.51249131551737,0.130408920279865,0.382314705775615
"6549","SNORA44",10.4345833567827,0.825104108602142,0.545530807126702,1.5124794013888,0.13041194896216,0.382314705775615
"6550","LOC100379224",65.3641378754634,-0.613321841298044,0.40560464247092,-1.51211740960785,0.130503996662787,0.382495783669604
"6551","MAK16",747.843902137066,-0.258427394411682,0.170908568337682,-1.51207980340155,0.130513562103212,0.382495783669604
"6552","CORO1B",18742.6652278686,0.435758332034711,0.28824822822432,1.51174678407943,0.130598291978817,0.38263102911971
"6553","GDF5",57.54387018338,-0.869222109086666,0.574980548616435,-1.51174176444448,0.130599569447443,0.38263102911971
